sleepStartTimestampGMT,sleepEndTimestampGMT,calendarDate,sleepWindowConfirmationType,deepSleepSeconds,lightSleepSeconds,awakeSleepSeconds,unmeasurableSeconds,retro,remSleepSeconds,sleepStartTimestamp,sleepEndTimestamp,deepSleepHours,lightSleepHours,awakeHours,totalSleepHours,totalTimeInBedHours,sleepEfficiency,dayOfWeek,dayOfWeekName,month,monthName,year,quarter,season,sleepTimeHour,wakeTimeHour,deepSleepPercent,rolling_30d,deep_roll,light_roll,sleep_roll,wake_roll,eff_roll
2022-02-25T23:36:00.0,2022-02-26T06:55:00.0,2022-02-26,AUTO_CONFIRMED_FINAL,14220.0,10260.0,1860.0,0.0,False,,2022-02-25 23:36:00.000,2022-02-26 06:55:00,3.95,2.85,0.5166666666666667,6.800000000000001,7.316666666666666,92.93849658314353,5,Saturday,2,February,2022,1,Winter,23.6,6.916666666666667,58.08823529411764,,,,19.36777777777778,6.964444444444444,
2022-02-26T23:28:00.0,2022-02-27T07:24:00.0,2022-02-27,AUTO_CONFIRMED_FINAL,16560.0,11520.0,480.0,0.0,False,,2022-02-26 23:28:00.000,2022-02-27 07:24:00,4.6,3.2,0.13333333333333333,7.8,7.933333333333334,98.31932773109243,6,Sunday,2,February,2022,1,Winter,23.466666666666665,7.4,58.97435897435898,,,,18.654999999999998,6.98,
2022-02-27T23:28:00.0,2022-02-28T06:28:00.0,2022-02-28,AUTO_CONFIRMED_FINAL,17580.0,7320.0,300.0,0.0,False,,2022-02-27 23:28:00.000,2022-02-28 06:28:00,4.883333333333334,2.033333333333333,0.08333333333333333,6.916666666666667,7.0,98.80952380952381,0,Monday,2,February,2022,1,Winter,23.466666666666665,6.466666666666667,70.60240963855422,,,,18.67611111111111,7.004444444444444,
2022-02-28T23:23:00.0,2022-03-01T06:31:00.0,2022-03-01,AUTO_CONFIRMED_FINAL,16080.0,9180.0,420.0,0.0,False,,2022-02-28 23:23:00.000,2022-03-01 06:31:00,4.466666666666667,2.55,0.11666666666666667,7.016666666666667,7.133333333333334,98.3644859813084,1,Tuesday,3,March,2022,1,Spring,23.383333333333333,6.516666666666667,63.657957244655584,7.236666666666667,4.28,2.9566666666666666,17.922777777777775,6.9944444444444445,96.93642661679094
2022-03-01T23:12:00.0,2022-03-02T07:05:00.0,2022-03-02,AUTO_CONFIRMED_FINAL,16680.0,11400.0,300.0,0.0,False,,2022-03-01 23:12:00.000,2022-03-02 07:05:00,4.633333333333334,3.1666666666666665,0.08333333333333333,7.800000000000001,7.883333333333334,98.94291754756871,2,Wednesday,3,March,2022,1,Spring,23.2,7.083333333333333,59.401709401709404,7.225,4.211111111111111,3.0138888888888884,17.901666666666664,6.96,96.94403243689676
2022-03-02T23:51:00.0,2022-03-03T06:53:00.0,2022-03-03,AUTO_CONFIRMED_FINAL,16680.0,8040.0,600.0,0.0,False,,2022-03-02 23:51:00.000,2022-03-03 06:53:00,4.633333333333334,2.2333333333333334,0.16666666666666666,6.866666666666667,7.033333333333333,97.63033175355451,3,Thursday,3,March,2022,1,Spring,23.85,6.883333333333333,67.47572815533981,7.28388888888889,4.206111111111111,3.0777777777777775,17.910000000000004,7.027222222222223,96.95527141792408
2022-03-03T22:38:00.0,2022-03-04T07:08:00.0,2022-03-04,AUTO_CONFIRMED_FINAL,13620.0,16260.0,720.0,0.0,False,,2022-03-03 22:38:00.000,2022-03-04 07:08:00,3.783333333333333,4.516666666666667,0.2,8.3,8.5,97.64705882352942,4,Friday,3,March,2022,1,Spring,22.633333333333333,7.133333333333334,45.58232931726907,7.183888888888888,4.2,2.983888888888889,17.95,6.966111111111112,96.94627931533591
2022-03-04T23:26:00.0,2022-03-05T06:37:00.0,2022-03-05,AUTO_CONFIRMED_FINAL,12720.0,12540.0,600.0,0.0,False,,2022-03-04 23:26:00.000,2022-03-05 06:37:00,3.533333333333333,3.4833333333333334,0.16666666666666666,7.016666666666667,7.183333333333334,97.6798143851508,5,Saturday,3,March,2022,1,Spring,23.433333333333334,6.616666666666667,50.3562945368171,7.252222222222222,4.190555555555556,3.0616666666666665,18.64888888888889,6.957777777777778,96.69505306548294
2022-03-05T23:12:00.0,2022-03-06T07:44:00.0,2022-03-06,AUTO_CONFIRMED_FINAL,15600.0,14820.0,300.0,0.0,False,,2022-03-05 23:12:00.000,2022-03-06 07:44:00,4.333333333333333,4.116666666666666,0.08333333333333333,8.45,8.533333333333333,99.02343749999999,6,Sunday,3,March,2022,1,Spring,23.2,7.733333333333333,51.28205128205128,7.2683333333333335,4.2138888888888895,3.0544444444444445,19.37833333333333,6.909999999999999,96.6374569107514
2022-03-06T22:12:00.0,2022-03-07T07:31:00.0,2022-03-07,AUTO_CONFIRMED_FINAL,20280.0,13260.0,0.0,0.0,False,,2022-03-06 22:12:00.000,2022-03-07 07:31:00,5.633333333333334,3.683333333333333,0.0,9.316666666666666,9.316666666666666,100.0,0,Monday,3,March,2022,1,Spring,22.2,7.516666666666667,60.465116279069775,7.222777777777778,4.177222222222222,3.045555555555555,19.316666666666666,6.794444444444445,96.7253831285827
2022-03-08T00:12:00.0,2022-03-08T07:05:00.0,2022-03-08,AUTO_CONFIRMED_FINAL,16800.0,7680.0,300.0,0.0,False,,2022-03-08 00:12:00.000,2022-03-08 07:05:00,4.666666666666667,2.1333333333333333,0.08333333333333333,6.800000000000001,6.883333333333334,98.78934624697338,1,Tuesday,3,March,2022,1,Spring,0.2,7.083333333333333,68.62745098039215,7.293888888888889,4.233333333333333,3.0605555555555553,19.25277777777778,6.789444444444444,96.92652892242407
2022-03-09T00:03:00.0,2022-03-09T06:44:00.0,2022-03-09,AUTO_CONFIRMED_FINAL,15240.0,8460.0,360.0,0.0,False,,2022-03-09 00:03:00.000,2022-03-09 06:44:00,4.233333333333333,2.35,0.1,6.583333333333334,6.683333333333334,98.50374064837905,2,Wednesday,3,March,2022,1,Spring,0.05,6.733333333333333,64.30379746835443,7.292777777777777,4.227222222222222,3.0655555555555556,19.231666666666666,6.776666666666667,96.82901035122129
2022-03-09T23:59:00.0,2022-03-10T04:55:00.0,2022-03-10,AUTO_CONFIRMED_FINAL,9900.0,7560.0,300.0,0.0,False,,2022-03-09 23:59:00.000,2022-03-10 04:55:00,2.75,2.1,0.08333333333333333,4.85,4.933333333333334,98.3108108108108,3,Thursday,3,March,2022,1,Spring,23.983333333333334,4.916666666666667,56.70103092783506,7.305555555555555,4.227222222222222,3.0783333333333336,19.99888888888889,6.732777777777778,97.12550793576234
2022-03-10T23:53:00.0,2022-03-11T06:34:00.0,2022-03-11,AUTO_CONFIRMED_FINAL,10500.0,13320.0,240.0,0.0,False,,2022-03-10 23:53:00.000,2022-03-11 06:34:00,2.9166666666666665,3.7,0.06666666666666667,6.616666666666667,6.683333333333334,99.00249376558604,4,Friday,3,March,2022,1,Spring,23.883333333333333,6.566666666666666,44.08060453400503,7.323888888888889,4.226666666666667,3.097222222222222,19.24222222222222,6.793888888888889,97.13711467893167
2022-03-11T22:08:00.0,2022-03-12T07:50:00.0,2022-03-12,AUTO_CONFIRMED_FINAL,16920.0,15000.0,3000.0,0.0,False,,2022-03-11 22:08:00.000,2022-03-12 07:50:00,4.7,4.166666666666667,0.8333333333333334,8.866666666666667,9.7,91.40893470790378,5,Saturday,3,March,2022,1,Spring,22.133333333333333,7.833333333333333,53.00751879699248,7.342777777777778,4.192777777777778,3.15,19.22388888888889,6.803333333333333,97.03435295767282
2022-03-13T00:37:00.0,2022-03-13T06:28:00.0,2022-03-13,AUTO_CONFIRMED_FINAL,11580.0,8700.0,780.0,0.0,False,,2022-03-13 00:37:00.000,2022-03-13 06:28:00,3.216666666666667,2.4166666666666665,0.21666666666666667,5.633333333333333,5.85,96.29629629629629,6,Sunday,3,March,2022,1,Spring,0.6166666666666667,6.466666666666667,57.100591715976336,7.3405555555555555,4.194444444444445,3.1461111111111113,19.228888888888886,6.796666666666667,97.15554864557133
2022-03-13T22:38:00.0,2022-03-14T06:44:00.0,2022-03-14,AUTO_CONFIRMED_FINAL,17640.0,11220.0,300.0,0.0,False,,2022-03-13 22:38:00.000,2022-03-14 06:44:00,4.9,3.1166666666666667,0.08333333333333333,8.016666666666667,8.1,98.97119341563787,0,Monday,3,March,2022,1,Spring,22.633333333333333,6.733333333333333,61.12266112266113,7.342777777777778,4.179444444444444,3.1633333333333336,19.233888888888888,6.786666666666667,97.39093209279989
2022-03-15T00:24:00.0,2022-03-15T06:42:00.0,2022-03-15,AUTO_CONFIRMED_FINAL,15180.0,7140.0,360.0,0.0,False,,2022-03-15 00:24:00.000,2022-03-15 06:42:00,4.216666666666667,1.9833333333333334,0.1,6.2,6.3,98.41269841269842,1,Tuesday,3,March,2022,1,Spring,0.4,6.7,68.01075268817203,7.306666666666667,4.163333333333333,3.1433333333333335,19.24222222222222,6.754444444444444,97.44695450176347
